"","created_on","difficulty","type","hints","answer","problem","lines","technique_used","uploaded"
"436","200928_171006_880066","EXP","NOR","25","317956428568243179429178563671395842845721936293864751752619384134582697986437215","017006420060000079020000003601005000800700036090800000000000000004500090900030005","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000011111","0"
"437","200928_171007_881493","REG","NOR","24","851276439973854126426913785519627348362498571784135692138542967297361854645789213","000270000000000020000013700000000040302490001780005600100500907200000800005000003","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"438","200928_171008_990447","REG","NOR","25","276198453415632897983457216831729564529346781764815932152973648398264175647581329","070008453005600090000000000800000564000300001004000002150070600090204070000080000","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"439","200928_171009_949044","REG","NOR","23","964178523528493176713256498492781635351649287876532914249367851687915342135824769","004170000020003070010200400400080005000009200806000000000060050000010040130000060","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"440","200928_171011_323992","REG","NOR","24","472651893189423756536978214367589421925314678814762539243897165691245387758136942","072650000000020006000908010067000000900014000800000539003800000090000007000030040","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"441","200928_171012_325354","MAS","NOR","23","976145238851632947432897516129368475783514629645279183367451892294786351518923764","006000008050002040000090010000300000080010029005070000300051000094006300010000700","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00001001111","0"
"442","200928_171013_531688","NOV","NOR","27","928174563346528719715396842462719385831452697597863124679285431254631978183947256","920000060340020009705000000000019305001000000007060020600280430250600008000040000","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000000111","0"
"443","200928_171014_610186","REG","NOR","26","582649731614237598973158426368915247259476813147823659491782365836594172725361984","000600700600230098000058420000000000250000010000823000001000000800590002700061004","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"444","200928_171015_635511","REG","NOR","24","294861357137245986685739124321497865569382741478516293842673519953124678716958432","004001300000040006005000100320000000500080700070016003002603500003000008006900000","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"445","200928_171016_522587","REG","NOR","23","259417683867253149413896572984365217731942865526781394142578936398624751675139428","209010080860003000010000500004000000030900000000080390000500000000004701605009020","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"446","200928_171017_477964","REG","NOR","23","469512837351478629782369415627943581593186742814725963945831276176294358238657194","060000007000000020000309400000003580500180000010700903900800000100000300208050000","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"447","200928_171018_717448","REG","NOR","23","958162734163574298742938516521897643894653127637241985389716452475329861216485379","050000704003000000000008510000800643090050000030001080000010000400009800006005300","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"448","200928_171019_681567","MAS","NOR","25","839514627654278931217396485128947563793651842546823719971462358485139276362785194","830010000050000900000390405100000000000650000040803000901400300005030270062000000","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","01001011111","0"
"449","200928_171020_875759","MAS","NOR","24","236917485574238691189564372347685219865129743921743568713492856658371924492856137","000000080004008601000500070000600200805029000900000000710002006000301924000000100","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00100011111","0"
"450","200928_171022_091527","REG","NOR","23","124856973638729145759431628573142896916387452482965731267514389341298567895673214","004050070608009005009030020500000806010000000000060700000504009000090000000003014","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"451","200928_171023_064741","REG","NOR","23","175834296264195873983627415452769138697381542318452769521943687736218954849576321","100000090200005003900600005000709030600080000010000760000040600006008000009000021","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"452","200928_171024_278857","MAS","NOR","26","256174893817593642349628571185962734463817925972345168534786219798231456621459387","200000893800500000040000001005960030460807000902300000000700200000200056000409000","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","10000011111","0"
"453","200928_171025_388365","MAS","NOR","25","523619478764825319918347652639458721471296835285731946346182597852974163197563284","000000400760805010908000000000408000000006035000000900340000007850070100007060204","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","01000011111","0"
"454","200928_171026_666720","REG","NOR","23","267589314315476298489132567654327189823941675971865432138754926746293851592618743","060580300000000000409000000000020080003901600070000400100004920700290050500000000","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"455","200928_171027_759716","REG","NOR","24","162549738795238641384761592936827415578314926241695873813976254629453187457182369","000000730705008000380060000000000005070010026200600000010900000600053007400002300","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"456","200928_171028_893526","REG","NOR","24","957483621163279548824165973492358167375641289681927435749536812218794356536812794","000480000000000508020000000002058000070000000680920000709006010000090006506010704","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"457","200928_171029_857973","MAS","NOR","23","159467823836512794742893561283951476574236918961784352327645189618379245495128637","100460800030000000000003561200001000000000008000704050007005000600000200005108007","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00100011111","0"
"458","200928_171031_060757","REG","NOR","24","587614293961832547423975186159387462246591738378246915694758321835129674712463859","087004000901000500020000006109087000000001030000000905000050000005109004710000800","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"459","200928_171031_943564","NOV","NOR","26","478961325916253478532847691895714263743628519621395847257136984164589732389472156","078060005000200470000040000800000063040020509000390000000130900100580000009000056","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000000111","0"
"460","200928_171032_974187","NOV","NOR","24","486372591725941863931856247542697318613285479879413652394768125257134986168529734","006300000705001003900000200000690000603000400000003650004008120050000000000529000","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000000111","0"
"461","200928_171033_888739","EXP","NOR","26","879251364615934872324768195798145623546823719231679548187592436953416287462387951","070000004000000002024760190000105600500003710000070000080590400050006000062080000","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000011111","0"
"462","200928_171035_110255","MAS","NOR","25","745312896816957432329846517183569724572483169964721358697138245438295671251674983","000302090000007400320000000080509004002400109004000008607008000430000001001070000","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00100011111","0"
"463","200928_171036_216692","REG","NOR","23","841793526326815749759246381175329468638451972492687153263174895914568237587932614","840090020300005000000000001070320000000001900400007150060000895000500000007000600","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"464","200928_171037_588056","NOV","NOR","24","819734526235186479674259831591873264423615987768942315346527198982461753157398642","809000500030000400600209000500073260003005000000000010006000098082001000150000000","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000000111","0"
